name,address
Tigray Investement Office,Investement Office City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Semaetat Houilt Kebele: - Direction: In front of Dedebit Micro Finance   Building:   Branch:   Flat: Phone: +251-34-4407723   +251-91-4287376 Fax: +251-34-4408403
Tigray Rigional Culture & Tourism Commision,Culture & Tourism Commision City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Semaetat Houilt Kebele: - Direction: In front of Dedebit Micro Finance   Building:   Branch:   Flat: Phone: +251-34-4409360   +251-34-4401032
Tigray Regional Youth and Sport Office,Youth and Sport Office City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Semaetat Houilt Kebele: - Direction: In front of Dedebit Micro finance   Building:   Branch:   Flat: Phone: +251-34-4418016   +251-34-4409360   +251-34-4415997 Fax: +251-34-4408350 P.O.Box 475
Tigray Regional Women Affairs Office,Women Affairs Office City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Semaetat Houilt Kebele: - Direction: In front of Dedebit Micro finance Office   Building:   Branch:   Flat: Phone: +251-34-4410625 Fax: +251-34-4415982
Tigray Regional Rural Dev't and Construction Office,Rural Dev't and Construction Office City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Semaetat Houilt Kebele: - Direction: In front of Dedebit Micro Finance Office   Building:   Branch:   Flat: Phone: +251-34-4408767 Fax: +251-34-4400478
Sheba Business Collage,"Business, Marketing and Management Course in Diploma and Degree City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Semaetat Houilt Kebele: 01 Direction: Near Commercial Bank   Building:   Branch:   Flat: Phone: +251-34-4408621"
Nile Collage,"IT, Accounting and Purchasing by Diploma and Degree City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Semaetat Houilt Kebele: 04 Direction: Around Axum Hotel   Building:   Branch:   Flat: Phone: +251-34-4410594"
Tigray Region State Agricultural Research,Agricaltural Reserch City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Ilala Kebele: - Direction: In front of Awash Down Town Menafesha   Building:   Branch:   Flat: Phone: +251-34-4408029
Tigray Biotechnology Center,Biotechnology Center City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Ilala Kebele: - Direction: Behind Sur Construction   Building:   Branch:   Flat: Phone: +251-34-2410427   +251-96-0720700
Tigray Region State Health Office,State Health Office City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Endemariam Kebele: 03 Direction: Around Endemariam Near Wuha habet Office   Building:   Branch:   Flat: Phone: +251-34-4400222
Tigray Ethiopia Electric Power Corporation Office,Electric Power Corporation Office City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Kebele 03 Kebele: 03 Direction: Near kebele 03   Building:   Branch:   Flat: Phone: +251-34-4411877
Sitsum Spare Part,Spare Part Shop City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Kokeb Kebele: 01 Direction: Near Mekele Hotel   Building:   Branch:   Flat: Phone: +251-34-4417800
Hiltop Hotel,"Restaurant, Bar and Bed Rooms City: Mekelle City  Kifle Ketema: Mekelle  Sefer: 17 kebele Kebele: 01 Direction: Around Noc Gas Station   Building:   Branch:   Flat: Phone: +251-34-4410922"
Human to Human Aid program,NGO City: Mekelle City  Kifle Ketema: Mekelle  Sefer: 17 kebele Kebele: - Direction: Around Axum hotel   Building:   Branch:   Flat: Phone: +251-91-4756200   +251-91-4720186
Opretion Rescue Ethiopia,NGO City: Mekelle City  Kifle Ketema: Mekelle  Sefer: 17 kebele Kebele: 01 Direction: In front of Shoa Acadamy   Building:   Branch:   Flat: Phone: +251-34-4409442   +251-91-4300397
Axum Hotel **,"Restaurant, Bar and Bedrooms City: Mekelle City  Kifle Ketema: Mekelle  Sefer: 17 kebele Kebele: - Direction: Around Condominium   Building:   Branch:   Flat: Phone: +251-34-4405155 Fax: +251-34-4406115"
Elshadai Relief and Development,Ngo City: Mekelle City  Kifle Ketema: Mekelle  Sefer: 17 kebele Kebele: 17 Direction: Behind National Hotel   Building:   Branch:   Flat: Phone: +251-34-4402850
Mekele Urben Land Enviroment Conservation Enterprise,Water Drilling Work City: Mekelle City  Kifle Ketema: Mekelle  Sefer: 17 kebele Kebele: 17 Direction: Near Awash Cafe   Building:   Branch:   Flat: Phone: +251-34-4417048
Alula Hotel,"Restaurant, Bar and Bedrooms City: Mekelle City  Kifle Ketema: Mekelle  Sefer: 05 kebele Kebele: - Direction: Near Ethiopia Niged bank   Building:   Branch:   Flat: Phone: +251-34-4442050"
Tigray Italian Human Development Association,Association City: Mekelle City  Kifle Ketema: Mekelle  Sefer: 05 kebele Kebele: - Direction: Around kedamay Weyane Bulding   Building:   Branch:   Flat: Phone: +251-34-4409925
Ethiopian Red Cross Society,Red Cross Society City: Assosa City  Kifle Ketema: Assosa  Sefer: Green Hotel Kebele: - Direction: In Front of Commercial Bank of Ethiopia Main Branch   Building:   Branch:   Flat: Phone: +251-91-1851995
Helvetas Ethiopian,Advertising City: Mekelle City  Kifle Ketema: Mekelle  Sefer: 05 kebele Kebele: - Direction: Around Adhaki Deledeye   Building:   Branch:   Flat: Phone: +251-34-4412450
Ethiopian Youth Educational Support,Association City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Michael Church Kebele: 01 Direction: In front of Michael Church   Building:   Branch:   Flat: Phone: +251-34-4402067 Website/Email: ras@a-cet.org
Mercy Water,Water Factory City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Hawulti Kebele: - Direction: Near Region Adminstration office   House No.: 702/3/1 Building:   Branch:   Flat: Phone: +251-91-4301644
The National Rigion State Tigeray Justice Office,Justice Office City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Hawulti Kebele: - Direction: In front of Dedebit Micro Finance Office   Building:   Branch:   Flat: Phone: +251-34-4419908   +251-34-4406562   +251-34-4449571 Fax: +251-34-4416609   +251-34-4419907 P.O.Box 375
Anna Hoffer Child and Family Support Organization,NGO City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Hawulti Kebele: - Direction: In front Of Tekeze School   Building:   Branch:   Flat: Phone: +251-91-4751686
Negeste Axum Child and Community Development Association,NGO City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Hawulti Kebele: - Direction: Around Debredamo Hotel   House No.: 999999 Building:   Branch:   Flat: Phone: +251-91-4722319
Planet Hotel,International and Traditional Restaurant City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Hawulti Kebele: 01 Direction: In Front Of New Stadium   Building:   Branch:   Flat: Phone: +251-93-5987272   +251-11-8296284   +251-34-4405660 Website/Email: PlanetHotel@ethionet.et    www.PlanetHotel.com
Tesfa /Look Leather/,"Women Bags,Laptop Bag,Gym Bags,Wallets,Binders,Leather Coats,Belts For Your Order by Choice Branch: No 3  City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Hawulti Kebele: - Direction: In side Planet Hotel   Building:   Branch:   Flat: Phone: +251-91-3931516"
Desta International Hotel,Hotel City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Hawulti Kebele: - Direction: Around Mekele Universty Adhaki Branch   Building:   Branch:   Flat: Phone: +251-34-2400196/97   +251-93-0002267
Echi House & Office Furniture,Office and Building Materials Shop City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Hawulti Kebele: 11 Direction: In Side Tagze Building   Building:   Branch:   Flat: Phone: +251-34-4405757
Hadush Building Material Shop,Building Materials Shop City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Jibruk Kebele: - Direction: In Front of United Alfa   Building:   Branch:   Flat: Phone: +251-34-4408891
Berhan International Bank S.C,Bank Branch: Sefere Selam Branch   City: Addis Ababa City  Kifle Ketema: Addis Ketema  Sefer: Sefere Selam Kebele: 01/02/03 Direction: Near Rimo Building   Building:   Branch:   Flat: Phone: +251-11-2732858
Angefom Haile Building Material Shop,Building Material Shop City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Jibruk Kebele: 20 Direction: Around Kedamay Weyane Police Station   Building:   Branch:   Flat: Phone: +251-34-4409038
Oromia Insurance,Insurance Branch: Gofa Branch   City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Gofa Kebele: 03/04/05 Direction: In front of Zeleke Building   Building: Down Town Building   Branch:   Flat: 3rd Floor Phone: +251-11-4161122
Winner Engineering,Metal Factory City: Mekelle City  Kifle Ketema: Mekelle  Sefer: 06 Kebele Kebele: - Direction: Around SOS Taxi Mechersha   Building:   Branch:   Flat: Phone: +251-34-8409350
Betel Spare Part,Spar Part City: Mekelle City  Kifle Ketema: Mekelle  Sefer: 06 Kebele Kebele: - Direction: In Front of Trans Ethiopia   Building:   Branch:   Flat: Phone: +251-34-4408878
Haile Slase Berhanu Building Construction,Building Construction City: Mekelle City  Kifle Ketema: Mekelle  Sefer: 06 Kebele Kebele: - Direction: Near Mesfin Garage   Building:   Branch:   Flat: Phone: +251-34-4405253
Professional General Mechanics PLC,Electro Mechanical Work City: Mekelle City  Kifle Ketema: Mekelle  Sefer: 06 Kebele Kebele: - Direction: In Front of Selam Steel Factory   Building:   Branch:   Flat: Phone: +251-34-4401274
Mehari Sebatu Mengesha,Stationery Equipment Shop City: Mekelle City  Kifle Ketema: Mekelle  Sefer: kebele 13 Kebele: - Direction: Around Green Vally Restaurant   Building:   Branch:   Flat: Phone: +251-91-4314201
Yehathey General Business P.L.C,Electronics Shop City: Mekelle City  Kifle Ketema: Mekelle  Sefer: kebele 13 Kebele: - Direction: Around Green Vally Cafe   Building:   Branch:   Flat: Phone: +251-91-4310930
Shewaye Beyene Electrical Materials Supplier,Electrical Materials Supplier City: Mekelle City  Kifle Ketema: Mekelle  Sefer: kebele 13 Kebele: 13 Direction: Near Wede Meshesha Generators Shop   Building:   Branch:   Flat: Phone: +251-34-4406666
Kahsay Adhanom Sivubuirs Center,Selling Traditional Clothes City: Mekelle City  Kifle Ketema: Mekelle  Sefer: kebele 13 Kebele: 13 Direction: In Front Of Gebre Kiros Gold Shop   Building:   Branch:   Flat: Phone: +251-34-4411309
Ortho Physiothrapy,Physiothrapy City: Mekelle City  Kifle Ketema: Mekelle  Sefer: kebele 13 Kebele: 11 Direction: In Front of Immigration   Building:   Branch:   Flat: Phone: +251-34-4410788
Desta Printing Press,Printing Press City: Mekelle City  Kifle Ketema: Mekelle  Sefer: 15 kebele Kebele: 15 Direction: In Side Daru Building   Building:   Branch:   Flat: Phone: +251-34-4416864
Semayata Stones Factory,"Granite Factory, For Flooring, For Internal and External Wall Cladding, Standard Size Of Stripes For Door and Window Seals Stair Cases,Single and Double Leyer Terrazzo Tiles, Free Size For Counter Tops, Pool, Billiardo,Office Tables, Kitchen Tops,Bath Rooms and For Other Purposes Any Special Size & Thickness Requested By The Cu Stomer In Block Slab and Tiles Branch: Show Room   City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Kebele 14 Kebele: - Direction: Infront of Tigray Hotel   Building:   Branch:   Flat: Phone: +251-34-4407721"
Tigray Regional State & Finanace Economic Office,State & Finanace Economic Office City: Mekelle City  Kifle Ketema: Mekelle  Sefer: Semaetat Houilt Kebele: - Direction: In front of Dedebit Micro Finance Office   Building: Degen Building   Branch:   Flat: Phone: +251-34-4407417
Megenagna Staff College,Degree and Diploma Teaching City: Mekelle City  Kifle Ketema: Adihaki  Sefer: Adihaki Gebeya Kebele: 11 Direction: Near Cherkose Building   Building:   Branch:   Flat: Phone: +251-34-4415926
Tigray National Regional State Council,Government Office City: Mekelle City  Kifle Ketema: Adihaki  Sefer: Adihaki Gebeya Kebele: 11 Direction: Around Dedebit Micro Finance   Building:   Branch:   Flat: Phone: +251-34-4409192
Brsathel Guest House,"Bed & Breakfast, Laundry, Common kitchen, Free Wifi , Parking Lot City: Mekelle City  Kifle Ketema: Adihaki  Sefer: Adihaki Gebeya Kebele: 11 Direction: Around Desta International Hotel   Building:   Branch:   Flat: Phone: +251-34-2400074/75   +251–94-5056811   +251-94-5056811 Website/Email: Brathelgh@yahoo.com"
Balaaji Manufacturing P.l.c (Scooty Motor Bike),"Scooty Motor bike Does Not Emit Smoke Or Pollution Plus It Is Also Noise Free, It Saves Hard Currency, Good Breaks To Stop Or Control The Motorbikes In Emergency, Scooty Have Digital Display Which Shows Speed, Kilometer Driven, Battery Remaining, Indicators, Scooty has Voice Alert System For Battery Low Alert And Any Malfunction, Scooty Can Be Controlled By Hands Itself Remote, Modified These Motorbikes For Easy Charging That Means No Special Charging Point Is Required Or Needed To Charge These Motorbike and Selling oil workers Motor Cycle City: Bahir Dar City  Kifle Ketema: Bahir Dar  Sefer: kebele 04 Kebele: 04 Direction: Ediget Bulding Ground Floor   Building:   Branch:   Flat: Phone: +251-91-1240326   +251-91-18341217"
Mulugeta Ambaye Tela,Electronics Import City: Mekelle City  Kifle Ketema: Adihaki  Sefer: Adihaki Gebeya Kebele: 11 Direction: Near Adhaki Shopping Center   Building:   Branch:   Flat: Phone: +251-91-4720302
Tigray Mass Media,Government Offfice City: Mekelle City  Kifle Ketema: Adihaki  Sefer: Adihaki Gebeya Kebele: 11 Direction: Around Tigray National Regional State Council   Building:   Branch:   Flat: Phone: +251-34-4419972   +251-34-4417319
Senay Pharmacy,Pharmacy Working Hour: Mon-Sun 8:00am-8:00pm (fulldaye)  City: Mekelle City  Kifle Ketema: Kiya City  Sefer: Olibiya Gas Station Kebele: 01 Direction: Near Olibya Gas Station   Building:   Branch:   Flat: Phone: 251-34-4420448
"Gondar City Administration Agriculture, Environment and Land Management Department","Agriculture, Environment and Land Management Department City: Gondar City  Kifle Ketema: Gondar  Sefer: Hawarya Pawelos Kebele: - Direction: Around Hawarya Pawelos   Building:   Branch:   Flat: Phone: +251-58-1116680"
Cercle Hotel,"Restaurant, Bar and Bedrooms City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Sabiyan Kebele: 05 Direction: Around Beteseb Memria   Building:   Branch:   Flat: Phone: +251-25-1112889"
Aste Bekafa Hotel,"Restaurant, Bar and Bedrooms City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: - Direction: In front of Medhanialem Building   Building:   Branch:   Flat: Phone: +251-58-1117711"
Nail Hotel,"Restaurant , Bar and Bedrooms City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: 12 Direction: In front of Circle Hotel   Building:   Branch:   Flat: Phone: +251-58-1111600"
Quara Hotel,"Restaurant , Bar and Bedrooms City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: 12 Direction: In front of Aste Tewodros Hotel   Building:   Branch:   Flat: Phone: +251-58-1110040   +251-581113808 Fax: +251-58-1111144"
Ethiopia Hotel,"Restaurant, Bar and Bedrooms City: Alamata City  Kifle Ketema: Alamata  Sefer: Raya Hotel Kebele: - Direction: Around Rya Hotel   Building:   Branch:   Flat: Phone: +251-34-7740304"
Taye Hotel,"Restaurant , Bar and Bedrooms City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: 12 Direction: From 200m Fasil Ginbe   Building:   Branch:   Flat: Phone: +251-58-1112180"
Gonder City Adminstration Support Office,Support Office City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: - Direction: Around National Lottery   Building:   Branch:   Flat: Phone: +251-58-1122486
Gonder City Police Commission,Police Commission City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: - Direction: Around kebele 13 Office   Building:   Branch:   Flat: Phone: +251-58-1110401   +251-58-1113882
Tana Bar and Restaurant,"Bar, Restaurant and Bed Rooms City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: 01 Direction: Near Wawi Restaurant   Building:   Branch:   Flat: Phone: +251-58-2201302"
Terara Hotel,"Restaurant, Bar and Bedrooms City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: - Direction: In front of Adebabay   Building:   Branch:   Flat: Phone: +251-58-1110153"
Atse Fassil School,Praimary School City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: - Direction: Behind Awera Godana Organization   Building:   Branch:   Flat: Phone: +251-58-1140025
Mahbere Hiwot Reproductive Health and Social Development Organization,NGO City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: 01 Direction: Around Fird Bet   Building:   Branch:   Flat: Phone: +251-58-1116353 Website/Email: mhes@ethionet.et
Come Up With,NGO City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: - Direction: Behind Curcle Hotel   Building:   Branch:   Flat: Phone: +251-91-8777673
Shibeshi Child Care Center,NGO City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: - Direction: Near Kora Hotel   Building:   Branch:   Flat: Phone: +251-91-2962459
Queen Pension,Pension City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: - Direction: Near Terara Hotel   Building:   Branch:   Flat: Phone: +251-91-8772216
Belegez Pension,Pension City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: - Direction: Behind Terara Hotel   Building:   Branch:   Flat: Phone: +251-58-1114356
Semen Mountain Travel,Travel City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: - Direction: Around Aste Bekafa Hotel   Building:   Branch:   Flat: Phone: +251-91-8771714
Explore Semen Tour,Tour City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: - Direction: Near Tell   Building:   Branch:   Flat: Phone: +251-91-8770280
Galaxy Express Service,Air Travel Service -Tour Operation -Car Rental -Europe assistance City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: - Direction: Inside Taye Hotel   Building:   Branch:   Flat: Phone: +251-91-8770347
Corahu Bebahle Cultural Club,Cultural Club City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: - Direction: Behind Cinema Hall   Building:   Branch:   Flat: Phone: +251-91-8776825
Ozone Bar & Restaurant,Bar & Restaurant City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: - Direction: In Front of Atse Tewoderos statue   Building:   Branch:   Flat: Phone: +251-58-1111991
BJ Tour & Travel,Tour & Travel City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: - Direction: Inside Tedros Building   Building:   Branch:   Flat: Phone: +251-91-8770676
Camelot Cultural Club,Cultural Club City: Gondar City  Kifle Ketema: Gondar  Sefer: Piassa Kebele: - Direction: Around Atse theodros statue   Building:   Branch:   Flat: Phone: +251-91-8770495
