branch,city,kifle_ketema,direction,building,flat,phone,name
,Nazreth (Adama) City,Nazreth (Adama),Meberat Hayl Kebele: 05,In front of Mebrat Hail,,+251-22-1114209/12   +251-91-1553467,Vision Community Development Organization
,Nazreth (Adama) City,Nazreth (Adama),Meberat Hayl Kebele: 04,Near Amran Hotel,,+251-91-1354006,Ethio-Life Saving Association
,Nazreth (Adama) City,Nazreth (Adama),Meberat Hayl Kebele: 02,Inside Old Awash Bank Building,,+251-91-1813470   +251-91-1801599,Attention for Children and Old Citizne Association
,Nazreth (Adama) City,Nazreth (Adama),Meberat Hayl Kebele: -,Around Meberat Hayl,,+251-22-1115620,Royal University College
,Nazreth (Adama) City,Nazreth (Adama),Meberat Hayl Kebele: -,In Side Awash Building,,+251-22-1126868,A.H.D.M Trading P.L.C
,Nazreth (Adama) City,Nazreth (Adama),Meberat Hayl Kebele: -,Near Ashenafi Hotel,,+251-22-1112303,Electro Yusuf
,Nazreth (Adama) City,Nazreth (Adama),Meberat Hayl Kebele: -,Around National Hotel,,+251-22-1115391,Digital General Electronics
,Nazreth (Adama) City,Nazreth (Adama),Meberat Hayl Kebele: -,Near Tell,,+251-22-1112021,Ginad
,Nazreth (Adama) City,Nazreth (Adama),Post office Kebele: 10,Around Post Office,,251-22-1110155,Ghico Hotel
,Nazreth (Adama) City,Nazreth (Adama),Post office Kebele: 10,From Post office to peacock 100m,,+251-91-1649245   +251-92-0937113   +251-91-1655584 Website/Email: a.Begashaw@yahoo.com,"Rediet Bajaj, Fource, Millstones and Industry Material Shop"
,Nazreth (Adama) City,Nazreth (Adama),Post office Kebele: -,In Side Bedewa Building,,+251-22-1118908,Noble Net printing And Advertisement Work
,Nazreth (Adama) City,Nazreth (Adama),Post office Kebele: -,Near Commercial Bank of Ethiopia Kereyou Branch,,+251-22-1126308,St.Marys Universty Collage
,Nazreth (Adama) City,Nazreth (Adama),Frnko Kebele: -,In front of Franco Restaurant,,251-22-1125738,Ayu International Hotel
,Nazreth (Adama) City,Nazreth (Adama),Frnko Kebele: 06,From Kebede Chekwala Building 50m,,+251-91-1346464   +251-91-2179037   +251-91-3326848,Ziki General Key work and Spair
,Nazreth (Adama) City,Nazreth (Adama),Frnko Kebele: -,Behind Eperam Pharmacy,,+251-22-1117861,Meskir Higher Clinic
,Nazreth (Adama) City,Nazreth (Adama),Frnko Kebele: -,Around Traffic Light   House No.: 999999,,+251-22-1111864,Nazreth Tractor
,Nazreth (Adama) City,Nazreth (Adama),Frnko Kebele: -,Near Teractor Factory,,+251-22-1121720,DKT Ethiopia Nazerat
,Nazreth (Adama) City,Nazreth (Adama),Merib sega Kebele: 10,Around Misrak Police Memiria,,251-22-1110064,Abebe Clinic
,Nazreth (Adama) City,Nazreth (Adama),Merib sega Kebele: 09,In front of Denbela Secondary School,,+251-91-0051181,Teyayzen Endeg HIV People Living With Hiv Aids Charitable Association
,Nazreth (Adama) City,Nazreth (Adama),Derartu Adebabay Kebele: 18,Near Total Gas Station,,251-22-1119800 Fax: 251-22-1119803,SR.Aklesia Memorial Generial Hospital
,Nazreth (Adama) City,Nazreth (Adama),Derartu Adebabay Kebele: -,Near SR.Aklesia Memorial Generial Hospital,,+251-91-1227711,Mafi Restaurant
,Nazreth (Adama) City,Nazreth (Adama),Amede Kebele: 11,Around Mariam Church,,251-22-1112232,Deredawa Hotel
,Nazreth (Adama) City,Nazreth (Adama),Amede Kebele: -,Near Tadese Debela Building,,+251-22-1122925,Sisay International Hotel
,Nazreth (Adama) City,Nazreth (Adama),Amede Kebele: -,Around Hani Pastry,,+251-22-1126146,Excel Academy
,Nazreth (Adama) City,Nazreth (Adama),Piassa Kebele: 01,Infront of Ehil Tera,,+251-22-8110619,Kechema Market Center
,Nazreth (Adama) City,Nazreth (Adama),Piassa Kebele: -,In Side Nur Commercial Center,,+251-91-1231195   +251-93-0107826,Seid Ahemed Consteruction P.L.C
,Nazreth (Adama) City,Nazreth (Adama),Piassa Kebele: -,In Front of Arada Police Station,,+251-22-1113539,Abiy Zebene Clothes Tailor
,Nazreth (Adama) City,Nazreth (Adama),Piassa Kebele: -,In Side chate tera,,+251-22-1111346,Bekele Tesema Textile Tailor
,Nazreth (Adama) City,Nazreth (Adama),- Kebele: -,Near Tadesse Gebre Shopping Center,,+251-91-4302820,Gesi Generial Trade P.L.C
,Nazreth (Adama) City,Nazreth (Adama),Tele Kebele: -,Near Fana Sheketa sheket Shop,,+251-22-1113178,Ethiopia News Agency
,Nazreth (Adama) City,Nazreth (Adama),Tele Kebele: -,In front of yedero Gumerk,,+251-22-1112278 Fax: +251-22-1128066,Ethiopia Quality and Standards Autority
,Nazreth (Adama) City,Nazreth (Adama),Tele Kebele: -,Near Niged miker bet,,+251-22-1112122 Fax: +251-22-1115306,Agricultural Inputs Supply Enterprise
,Nazreth (Adama) City,Nazreth (Adama),Tele Kebele: -,Around Customs,,+251-22-1129882,Eastern Shewa Labor and Social Affairs
,Nazreth (Adama) City,Nazreth (Adama),Ethiopia Nigid Bank Kebele: 02,Near Agip Gas Station,,251-22-1112674,Naziret Post Office
,Nazreth (Adama) City,Nazreth (Adama),Ethiopia Nigid Bank Kebele: 01,Infront of Awash Bank Building,,+251-22-1119308/06/04,Eagle International Hotel
,Nazreth (Adama) City,Nazreth (Adama),Mariam Church Kebele: 12,Behind Mariam Church,,251-22-1113805,Fasil Hotel
,Nazreth (Adama) City,Nazreth (Adama),Mariam Church Kebele: 11,In Front of Kidist Mariam Church,,+251-22-1112312,Bekele Molla Hotels P.L.C
,Jimma City,Jimma,Kocho Kebele: 01,Near Police Tabia No.2,,251-47-1112307,Alazar Hotel
,Nazreth (Adama) City,Nazreth (Adama),Stadium Kebele: 02,Around Stadium,,+251-22-1111586,Nazreth Soap Factory
,Nazreth (Adama) City,Nazreth (Adama),Stadium Kebele: 15,Behind Alazar Hotel,,+251-22-1111118,Berhan Cross Border Level 2 Bulk cargo
,Nazreth (Adama) City,Nazreth (Adama),Menaharia Kebele: -,In front of Bekele Mola,,251-22-1111526,Varush Hotle
,Nazreth (Adama) City,Nazreth (Adama),Menaharia Kebele: -,In front of Menaharia,,+251-22-1113800,Palace Hotel
,Nazreth (Adama) City,Nazreth (Adama),Menaharia Kebele: 01,In front of Ras Hotel,,+251-22-3311985,Beza Hotel
,Nazreth (Adama) City,Nazreth (Adama),Menaharia Kebele: 11,Near Palace Hotel,,+251-22-8119124 Website/Email: abeldecu@yahoo.com,My Circle Pizza and Burger
,Nazreth (Adama) City,Nazreth (Adama),Menaharia Kebele: -,In Side Menahreya,,+251-22-1114682,East And South Public Transport Association
,Nazreth (Adama) City,Nazreth (Adama),Menaharia Kebele: -,Behind Eagle Hotel,,+251-22-1112092,Teka Andhun General Glass Work
,Nazreth (Adama) City,Nazreth (Adama),Menaharia Kebele: -,Around Franco,,+251-22-1125300,Beharawi Ethiopian Insurance Company S.C
,Nazreth (Adama) City,Nazreth (Adama),Aqiliciya Hospita Kebele: 06,In front of Adi House Building,,251-22-1112410,Mereb Hotel
,Nazreth (Adama) City,Nazreth (Adama),Aba Geda Hotel Kebele: 09,In front of Gelf Flower Hotel,,+251-22-1100384/80/81/78,Dere International
,Nazreth (Adama) City,Nazreth (Adama),Awash Hotel Kebele: 12,Yaredo Awash Hotel Behind Redcross,,251-22-1128149,Awash Higher Clinic
,Nazreth (Adama) City,Nazreth (Adama),Awash Hotel Kebele: -,In front of Awash School,,+251-22-1119180 Fax: +251-22-1120353,Nazreth Amnuel Church NGO
,Nazreth (Adama) City,Nazreth (Adama),Bekele Mola Hotel Kebele: 11,Behind Bekele Mola Hotel,,251-22-1114500,Central Health College
,Nazreth (Adama) City,Nazreth (Adama),Bekele Mola Hotel Kebele: 01,Around Nejashi Clinic,,+251-22-1121999,Oromia Water Works Enterprise
,Nazreth (Adama) City,Nazreth (Adama),Sunrise Cafe Kebele: -,Near Sunrise cafe,,251-22-1121745,Kidus Yosefe Pharmacy
,Nazreth (Adama) City,Nazreth (Adama),Awash Clinic Kebele: 15,Around Awash Clinic,,251-22-1126396,St.George Clinic
,Jimma City,Jimma,Stadium Kebele: -,Around Stadium,,+251-47-1111034,Association of Ethiopian Family Guidance
,Nazreth (Adama) City,Nazreth (Adama),Meseret clinic Kebele: -,In front of Zelme Zeyet bet,,+251-22-1119180 Fax: +251-22-1120353,Commpation ET-119
,Nazreth (Adama) City,Nazreth (Adama),Gelawduyos School Kebele: 04,Around Gelawudiyos School,,251-22-1110899   251-22-1125200   251-91-1253562 P.O.Box 870,Medhin Clinic
,Nazreth (Adama) City,Nazreth (Adama),piramid hotel Kebele: 09,Around Safari lodge,,+251-22-1122720,Panafric Hotel
,Nazreth (Adama) City,Nazreth (Adama),Halemariam Hotel Kebele: -,In front of Haylemariam Hospital,,251-22-1114370,Yoble Pharmacy
,Nazreth (Adama) City,Nazreth (Adama),Gebriel Church Kebele: 10,Near Gebriel Church,,251-22-1111451,Titas International Hotel
,Nazreth (Adama) City,Nazreth (Adama),Wenji mazoria Kebele: 09,Near Hotel Maya   House No.: 999999,,251-22-1114478,Awash National Hotel P.L.C
,Nazreth (Adama) City,Nazreth (Adama),Wenji mazoria Kebele: 05,Near Total Gas Station   House No.: 224,,+251-22-1100889    +251-22-1128021   +251-91-1491665   +251-91-1234110 Fax: +251-22-1119358 Website/Email: mufera499@gmail.com,Comfort International Hotel
,Nazreth (Adama) City,Nazreth (Adama),Wenji mazoria Kebele: 05,Near Total Gas Station,,+251-22-1111613   +251-22-1127949 Fax: +251-22-1113642,Abe Industry Engineering
,Nazreth (Adama) City,Nazreth (Adama),Wenji mazoria Kebele: 02,In front of Rift Valley Hotel,,+251-22-1116673,Van Trading
,Nazreth (Adama) City,Nazreth (Adama),Wenji mazoria Kebele: 01,In front of Hotel Maya,,+251-22-1117622,Rediet Industrial
,Nazreth (Adama) City,Nazreth (Adama),Wenji mazoria Kebele: 01,Around Adisu Kera,,+251-22-1119010,Salasar Compounds P.L.C
,Nazreth (Adama) City,Nazreth (Adama),Aba geda Adarash Kebele: 09,near Yetebabrut Gas Station,,+251-22-1118373/60   +251-91-1617567,Arsema Motel and Bar
,Nazreth (Adama) City,Nazreth (Adama),Aba geda Adarash Kebele: 09,Near Yetebabrut Gas Station (90Kms fronm Addis Ababa),,+251-22-1114470   +251-22-1127098 Fax: +251-22-1127098 P.O.Box 2439,Tokuma Hotel
,Nazreth (Adama) City,Nazreth (Adama),zero zetegen Kebele: 09,In front of unity university Collage,,+251-22-1120764   +251-91-1985081,Metasebia Guest House
,Nazreth (Adama) City,Nazreth (Adama),Total Kebele: 09,Near Adama Excuitive hotel,,+251-22-1112345   +251-91-1226444 Fax: +251-11-1114409 P.O.Box 980,Rift Vally Hotels Limited Company
,Nazreth (Adama) City,Nazreth (Adama),Total Kebele: 09,In front of Rift vally Hotel,,+251-22-1100889,Comfort Bed Room
,Bahir Dar City,Bahir Dar,Giorgis Church Kebele: 01,Around Gihon Hotel,,+251-58-2264868   +251-58-2264280   +251-92-0959797,Kuriftu Resort and Spa
,Nazreth (Adama) City,Nazreth (Adama),Awera Godana Kebele: 09,Near Dire Internationa Hotel,,+251-22-1120300/07/23   +251-91-1203489 Fax: +251-22-1120373 P.O.Box 2057 Website/Email: admaexective@yahoo.com    www.executivehotel-adama.com,Excutive Hotel
,Nazreth (Adama) City,Nazreth (Adama),Awera Godana Kebele: 09,From Rifet vally hotel 100 m,,+251-22-1116413   +251-91-1967080,Clasic Guest House
,Nazreth (Adama) City,Nazreth (Adama),Bole Kebele: -,Around Adama University,,+251-22-1100310   +251-22-1100845   +251-22-1100447   +251-22-1100030   +251-22-111063/73   +251-11-3717227,Oromia Television
,Nazreth (Adama) City,Nazreth (Adama),Bole Kebele: -,Inside Medhanealm Church,,+251-22-1119503,Medhanialem Primary School
,Nazreth (Adama) City,Nazreth (Adama),Bole Kebele: 02,Behind Adama Universty,,+251-91-1773784,Living Hope Women Organization
,Nazreth (Adama) City,Nazreth (Adama),Bole Kebele: -,Near Adama General Hospital,,+251-22-1125500,Desangam School
,Nazreth (Adama) City,Nazreth (Adama),11 Muger Kebele: -,Around Hani hotel,,+251-22-1100828,Mulu Denbeye Hotel
,Nazreth (Adama) City,Nazreth (Adama),kebele 10 Kebele: -,Around Old Peacock Hotel,,+251-93-0106845   +251-22-1100200,La Residence Hotel
,Nazreth (Adama) City,Nazreth (Adama),kebele 10 Kebele: -,Wonji Road,,+251-22-1118176,TM Food Complex
,Nazreth (Adama) City,Nazreth (Adama),kebele 10 Kebele: 10,Near kebele Aser sefet bet,,+251-22-1112587,Sent Joseph School
,Nazreth (Adama) City,Nazreth (Adama),kebele 10 Kebele: 10,Around 20 20 Open College,,+251-22-3317830   +251-91-1751708,Serk S.R.H. and Development Association
,Nazreth (Adama) City,Nazreth (Adama),Tikur Abay Kebele: -,Around Brothers Biscuit Factory,,+251-22-1124682,Family Flour Factory P.L.C
,Nazreth (Adama) City,Nazreth (Adama),Tikur Abay Kebele: -,Near Tikur Abay Transport,,+251-22-1110773,Bekelcha Transport
,Nazreth (Adama) City,Nazreth (Adama),Tikur Abay Kebele: -,In side Bekelcha Transport Gibi,,+251-22-1111284,Maritime and Transit Services Enterprise
,Nazreth (Adama) City,Nazreth (Adama),Meteorology Kebele: 02,Aroud Condominiem Homes,,+251-92-0608500,Kellis Resort
,Nazreth (Adama) City,Nazreth (Adama),Meteorology Kebele: 05,Around Adama University,,+251-91-2226391   +251-91-1838137,Alohim for Million's Children and Elders Support Association
,Nazreth (Adama) City,Nazreth (Adama),Meteorology Kebele: -,Infront of Awash School,,+251-92-0372308,Nahom Style Beauty Salon
,Nazreth (Adama) City,Nazreth (Adama),Kidan miheret Kebele: -,In front of Fired bet,,+251-22-1100675   +251-22-1100676 Fax: +251-22-1116150   +251-22-1121737 P.O.Box 3000 Website/Email: galma.abbagada@gmail.com,Galma Abba Gada Confrence Center
,Nazreth (Adama) City,Nazreth (Adama),Adebabay Kebele: 01,Around Temamaw Building,,+251-22-1124570,Leyla Ebrahim Spare Part
,Nazreth (Adama) City,Nazreth (Adama),Zero Arat Kebele: 04,Around Adama Riferal Hospital,,+251-22-1117575   +251-91-1840000 Website/Email: ecfa@ethioet.et,Enhancing Child Focused Ativities
,Nazreth (Adama) City,Nazreth (Adama),Zero Arat Kebele: 04,Behind Shalom Beauty Salon,,+251-22-1113939,Lukas Clinic
,Nazreth (Adama) City,Nazreth (Adama),Gende gara Kebele: 01,Around Muslim Mekaber,,+251-91-2225627,Amatubiya Charitabel Organization
,Nazreth (Adama) City,Nazreth (Adama),Gende gara Kebele: 02,Around Biscuit Factory,,+251-91-1842443,My Father's House Children's Care Organization
,Nazreth (Adama) City,Nazreth (Adama),17 kebele Kebele: -,Around Hidase School,,+251-91-1840148,Dagm Hiwot Charitable Association
,Nazreth (Adama) City,Nazreth (Adama),17 kebele Kebele: 01,Inside Old 17 Kebele Office,,+251-91-0262284,Addis Hiwot Womens Living with HIV/AIDS Charitable Association
,Nazreth (Adama) City,Nazreth (Adama),17 kebele Kebele: 01,Around Sodera Resort,,+251-22-1111322   +251-22-1128522,Nazereth and Arsi Soap and Enabel Oil Factory
,Nazreth (Adama) City,Nazreth (Adama),Industry Mender Kebele: 09,Around Dalol Hotel,,+251-22-1118274 Fax: +251-22-1118273,Adefrs Kifle PP Factory
,Nazreth (Adama) City,Nazreth (Adama),Kebele 05 Kebele: -,Aroynd O5 Kebele,,+251-91-1387210,Love for Children Development Organization
,Nazreth (Adama) City,Nazreth (Adama),Kebele 05 Kebele: -,In front of Adama Fetel Factory,,+251-22-1126500/17,Dallol Hotel
,Nazreth (Adama) City,Nazreth (Adama),Kebele 05 Kebele: 05,In Front of Ahwan Flour Factory,,+251-22-1118309   +251-91-6820818,Genius Land Universty College
,Nazreth (Adama) City,Nazreth (Adama),09 Kebele Kebele: -,Behind Maths Building,,+251-22-1122011/13 Fax: +251-22-1115102 P.O.Box 841 Website/Email: saf.log@ethionet.et    leilworku@hotmail.com,Safari Lodge
,Nazreth (Adama) City,Nazreth (Adama),09 Kebele Kebele: -,Around Panafric Hotel,,+251-22-1124560,Holy Angels School
,Nazreth (Adama) City,Nazreth (Adama),09 Kebele Kebele: 10,Around Post Office,,+251-22-1112419,Kidus Yosef Printers PLC
,Nazreth (Adama) City,Nazreth (Adama),Piassa Kebele: -,Piassa Nur Gebeya.,,251-11-1563651   251-91-1242793   251-91-1646663 P.O.Box 20323 Website/Email: SEM646663@yahoo.com,Samuel Eshetu Belihu
,Addis Ababa City,Arada,Sidist Kilo Kebele: 01/02,Around coffee house,4th Floor,+251-91-1881460,Adama Library
,Addis Ababa City,Kirkos,Meskerem Mazoria Kebele: 01/19,Around Family Guidance,,+251-91-1514500   +251-91-1507812,Melka Adama Hotel
,Addis Ababa City,Kirkos,Bambis Kebele: 02/03 Street: Jomo Kenyatta Street,Infront of NOC fuel station,Ground Floor,+251-11-5549679/80   +251-91-1439580,Adama Real Estate
,Hawasa City,Hawassa,Paradis Hotel Kebele: -,In front of kelele Temhret biro,,+251-46-2208957   +251-91-6824753,Dagim Gym and Hotel Awassa
,Addis Ababa City,Kirkos,Olympia Kebele: 04,In front of Ice blue restaurant,801,251-11-5528900   251-11-5533187   251-91-1405353 P.O.Box 22222/1000 Website/Email: awassagreenwood@ethionet.et    www.awassagreenwood.com,Awassa Green Wood Pvt.Ltd.Co
,Bahir Dar City,Bahir Dar,Bahir Dar Textile Kebele: -,Around Papires Hotel,,+251-58-2200105   +251-11-5539742,Bahir Dar Textile
,Bahir Dar City,Bahir Dar,Bahir Dar Textile Kebele: 08,Near Bahir Dar Textile,,251-58-2202636 Fax: 251-58-2203683,Gambi Medical College
,Bahir Dar City,Bahir Dar,Wuha maeden Kebele: 08,Aroun Wha Maeden,,+251-58-2200137/43   +251-58-2202236   +251-58-2200698 Fax: +251-58-2202239   +251-58-2202025,Bahir Dar University
,Bahir Dar City,Bahir Dar,Kebele 03 Kebele: -,In front of Commercial Bank,,+251-58-2200111,Ghion Hotel(Bahir Dar)
,Bahir Dar City,Bahir Dar,Kebele 03 Kebele: 03,Behind Mulu Alem Cultural Center,,+251-58-2203420,Bahir Dar Health Center
,Bahir Dar City,Bahir Dar,Gonder Mewucha Kebele: 11,Near Gebrel Church   House No.: 999999,,251-58-2182045,Bahir Dar Poli Technic College
,Bahir Dar City,Bahir Dar,Stadium Kebele: 01,Near Mesenado School,,+251-58-2200480,Bahir Dar Water Works Enterprise
Bahir Dar Branch,Bahir Dar City,Bahir Dar,kebele 04 Kebele: -,Around Dashen Bank,,+251-58-2206241,Ethio Life and General Insurance S.Co
,Bahir Dar City,Bahir Dar,NOC Kebele: -,Around Hoke Gas Station,,+251-58-2200792,Ministry of Finance and Economic Office(Bahir Dar )
,Bahir Dar City,Bahir Dar,Giorgis Church Kebele: 01,In front of Giorgis Church,,+251-58-2200020,Bahr Dar Air Lines
,Bahir Dar City,Bahir Dar,Adet tera Kebele: -,Near Goredema Gebril Church,,+251-11-5159040,Bahire Dar Tannery Factory
,Bahir Dar City,Bahir Dar,Kebele 14 Kebele: -,Near House Code Cafe,,+251-58-2202120,Baher Dar Mesenado School
,Bahir Dar City,Bahir Dar,Kebele 16 Kebele: -,Near Tser Mosena Office,,+251-58-2265393,Baher Dar School
,Bahir Dar City,Bahir Dar,Mestedadr Office Kebele: -,Inside Neged and Transport Bero,,+251-58-2200640,Bahire Dar Investement Promotion Agency
,Addis Ababa City,Bole,Gerji Mebrat Haile Kebele: 01,Near Commercial Bank of Ethiopia Gerji Branch,,+251-91-1046666,Bahir Dar Pharmacy
,Bahir Dar City,Bahir Dar,Gambi Clinic Kebele: -,Around Green Land Hotel,,+251-58-2206716,Muna Abebaw
,Bahir Dar City,Bahir Dar,Giorgis Church Kebele: 05,In front of Giorgis Church,,251-58-2201436,Deb Anbessa Hotel
,Bahir Dar City,Bahir Dar,Giorgis Church Kebele: 03,Near Midroc,,+251-58-2221292,Radiyans School
,Bahir Dar City,Bahir Dar,Giorgis Church Kebele: 03,In front of Homland Hotel,,+251-58-2203458   +251-58-2203827 Fax: +251-11-2201722,Amhara Region Health Office
,Bahir Dar City,Bahir Dar,Giorgis Church Kebele: -,In front of Traffic Light,,+251-58-2203115 Fax: +251-58-2265886,Zemamenesh Tower
,Bahir Dar City,Bahir Dar,Giorgis Church Kebele: -,Around Poli College,,+251-58-2200554,Bilu Nile Rezoret
,Dessie City,Dessie,Menaharia Kebele: -,In Front of Menaharia,,+251-33-1119512,Photo Sharp
,Bahir Dar City,Bahir Dar,Giorgis Church Kebele: -,In front of Kurifetu Resoret,,+251-91-1181937,Checheho Hotel
,Bahir Dar City,Bahir Dar,Nigid Bank Kebele: 17,Around Nigid Bank Main Branch,,+251-58-2205100   +251-58-2206001/00 Fax: 251-58-2205047,Papyrus Hotel
,Bahir Dar City,Bahir Dar,Nigid Bank Kebele: -,Around Moynco,,+251-91-8761182,Bees for Development Ethiopia
,Bahir Dar City,Bahir Dar,Nigid Bank Kebele: -,Around Papyrus Hotel,,+251-58-2205353,Addis Amba Hotel
,Bahir Dar City,Bahir Dar,Nigid Bank Kebele: -,Around Papyrus Hotel,,+251-58-3205056   +251-91-3583625,Water Front Hotel
,Bahir Dar City,Bahir Dar,- Kebele: -,Near Geberena office,,+251-58-2205989 Fax: +251-58-2201063,Amhara Regional State Trade and Industry Office
,Bahir Dar City,Bahir Dar,- Kebele: 16,In front of Bahredar Education Office,,+251-58-2201721   +251-58-2201657   +251-58-2200483   +251-58-2201134/35 Fax: +251-58-2203264,Office of Labour and Social Affairs
,Bahir Dar City,Bahir Dar,- Kebele: 13,Behind Amhara Region Education Office,,+251-58-2207057,Bahrdar City Education Administration
,Bahir Dar City,Bahir Dar,- Kebele: 16,Near to Police Commission Office,,+251-58-2201107,Amhara Region Prison Administration
